id_geo_region;iso;name_ru;name_en;timezone;okato;id_geo_country
242246;TD-OD;Ваддай;"Ouaddai Region";Africa/Ndjamena;"";207
248944;JO-IR;Ирбид;Irbid;Asia/Amman;"";110
250439;JO-AM;Амман;"Muhafazat `Amman";Asia/Amman;"";110
250583;JO-MA;Эль-Мафрак;"Al Mafraq";Asia/Amman;"";110
250751;JO-BA;Эль-Балка;"Muhafazat al Balqa\\\\\\\\\\\\\\\\\\\\\\'";Asia/Amman;"";110
273607;LB-JL;"Горный Ливан";"Mohafazat Mont-Liban";Asia/Beirut;"";124
276780;LB-BA;Бейрут;Beyrouth;Asia/Beirut;"";124
278297;LB-AS;"Северный Ливан";"Mohafazat Liban-Nord";Asia/Beirut;"";124
279894;LB-JA;"Южный Ливан";"Mohafazat Liban-Sud";Asia/Beirut;"";124
285628;KW-HA;Хавалли;"Muhafazat Hawalli";Asia/Kuwait;"";120
285788;KW-KU;Эль-Асима;"Al Asimah Governorate";Asia/Kuwait;"";120
285841;KW-AH;Эль-Ахмади;"Muhafazat al Ahmadi";Asia/Kuwait;"";120
290333;BH-15;Мухаррак;"Muharraq Governorate";Asia/Bahrain;"";25
290595;AE-UQ;"Умм эль-Кайвайн";"Umm al Qaywayn";Asia/Dubai;"";4
291075;AE-RK;"Рас эль-Хайма";"Ra\\\\\\\\\\\\\\\\\\\\\\'s al Khaymah";Asia/Dubai;"";4
292224;AE-DU;Дубай;Dubayy;Asia/Dubai;"";4
292673;AE-SH;Шарджа;"Ash Shariqah";Asia/Dubai;"";4
292879;AE-FU;Эль-Фуджайра;"Al Fujayrah";Asia/Dubai;"";4
292969;AE-AZ;Абу-Даби;"Abu Zaby";Asia/Dubai;"";4
293198;IL-JM;Иерусалимский;"Jerusalem District";Asia/Jerusalem;"";102
293396;IL-TA;Тель-Авивский;"Tel Aviv District";Asia/Jerusalem;"";102
294800;IL-HA;Хайфский;"Haifa District";Asia/Jerusalem;"";102
294824;IL-Z;Северный;"Northern District";Asia/Jerusalem;"";102
294904;IL-M;Центральный;"Central District";Asia/Jerusalem;"";102
294952;IL-D;Южный;"Southern District";Asia/Jerusalem;"";102
296560;TR-66;Йозгат;Yozgat;Europe/Istanbul;"";217
298113;TR-65;Ван;Van;Europe/Istanbul;"";217
298298;TR-64;Ушак;Usak;Europe/Istanbul;"";217
298332;TR-63;Шанлыурфа;Sanliurfa;Europe/Istanbul;"";217
298845;TR-62;Тунджели;Tunceli;Europe/Istanbul;"";217
300617;TR-58;Сивас;Sivas;Europe/Istanbul;"";217
300821;TR-56;Сиирт;Siirt;Europe/Istanbul;"";217
303826;TR-51;Нигде;Nigde;Europe/Istanbul;"";217
303830;TR-50;Невшехир;Nevsehir;Europe/Istanbul;"";217
304041;TR-49;Муш;Mus;Europe/Istanbul;"";217
304183;TR-48;Мугла;Mugla;Europe/Istanbul;"";217
304794;TR-47;Мардин;Mardin;Europe/Istanbul;"";217
304825;TR-45;Маниса;Manisa;Europe/Istanbul;"";217
304919;TR-44;Малатья;Malatya;Europe/Istanbul;"";217
305267;TR-43;Кютахья;Kuetahya;Europe/Istanbul;"";217
306569;TR-42;Конья;Konya;Europe/Istanbul;"";217
307513;TR-40;Кыршехир;Kirsehir;Europe/Istanbul;"";217
308463;TR-38;Кайсери;Kayseri;Europe/Istanbul;"";217
310858;TR-46;Кахраманмараш;Kahramanmaras;Europe/Istanbul;"";217
311044;TR-35;Измир;Izmir;Europe/Istanbul;"";217
311071;TR-32;Ыспарта;Isparta;Europe/Istanbul;"";217
311728;TR-33;Мерсин;Mersin;Europe/Istanbul;"";217
312394;TR-31;Хатай;Hatay;Europe/Istanbul;"";217
312888;TR-30;Хаккяри;Hakkari;Europe/Istanbul;"";217
314829;TR-27;Газиантеп;Gaziantep;Europe/Istanbul;"";217
315201;TR-26;Эскишехир;Eskisehir;Europe/Istanbul;"";217
315367;TR-25;Эрзурум;Erzurum;Europe/Istanbul;"";217
315372;TR-24;Эрзинджан;Erzincan;Europe/Istanbul;"";217
315807;TR-23;Элязыг;Elazig;Europe/Istanbul;"";217
316540;TR-21;Диярбакыр;Diyarbakir;Europe/Istanbul;"";217
317106;TR-20;Денизли;Denizli;Europe/Istanbul;"";217
320390;TR-15;Бурдур;Burdur;Europe/Istanbul;"";217
321022;TR-13;Битлис;Bitlis;Europe/Istanbul;"";217
321079;TR-12;Бингёль;Bingoel;Europe/Istanbul;"";217
321122;TR-11;Биледжик;Bilecik;Europe/Istanbul;"";217
322164;TR-10;Балыкесир;Balikesir;Europe/Istanbul;"";217
322819;TR-09;Айдын;Aydin;Europe/Istanbul;"";217
323776;TR-07;Анталья;Antalya;Europe/Istanbul;"";217
323784;TR-06;Анкара;Ankara;Europe/Istanbul;"";217
325163;TR-04;Агры;Agri;Europe/Istanbul;"";217
325302;TR-03;Афьонкарахисар;Afyonkarahisar;Europe/Istanbul;"";217
325329;TR-02;Адыяман;Adiyaman;Europe/Istanbul;"";217
325361;TR-01;Адана;Adana;Europe/Istanbul;"";217
347794;EG-SHG;Сохаг;"Muhafazat Suhaj";Africa/Cairo;"";64
358044;EG-DT;Думьят;"Muhafazat Dumyat";Africa/Cairo;"";64
358617;EG-PTS;"Порт Саид";"Muhafazat Bur Sa`id";Africa/Cairo;"";64
359781;EG-AST;Асьют;"Muhafazat Asyut";Africa/Cairo;"";64
359797;EG-SUZ;Суэц;"As Suways";Africa/Cairo;"";64
360016;EG-SHR;Шаркия;"Muhafazat ash Sharqiyah";Africa/Cairo;"";64
360621;EG-KB;Кальюбия;"Muhafazat al Qalyubiyah";Africa/Cairo;"";64
360631;EG-C;Каир;"Muhafazat al Qahirah";Africa/Cairo;"";64
360689;EG-MNF;Минуфия;"Muhafazat al Minufiyah";Africa/Cairo;"";64
360997;EG-GZ;"Эль Гиза";"Muhafazat al Jizah";Africa/Cairo;"";64
361056;EG-IS;Исмаилия;"Ismailia Governorate";Africa/Cairo;"";64
361059;EG-ALX;Александрия;"Muhafazat al Iskandariyah";Africa/Cairo;"";64
361294;EG-GH;Гарбия;"Muhafazat al Gharbiyah";Africa/Cairo;"";64
361323;EG-FYM;"Эль Файю";"Muhafazat al Fayyum";Africa/Cairo;"";64
361370;EG-BH;Бухейра;"Beheira Governorate";Africa/Cairo;"";64
361468;EG-BA;"Красное море";"Red Sea Governorate";Africa/Cairo;"";64
361849;EG-DK;Дакахлия;"Muhafazat ad Daqahliyah";Africa/Cairo;"";64
379253;SD-KH;Хартум;Khartoum;Africa/Khartoum;"";190
389470;QA-DA;Ад-Доха;"Baladiyat ad Dawhah";Asia/Qatar;"";182
389472;QA-WA;Аль-Вакра;"Al Wakrah";Asia/Qatar;"";182
408660;SD-DS;"Южный Дарфур";"Southern Darfur";Africa/Khartoum;"";190
408663;SD-KA;Кассала;"Kassala State";Africa/Khartoum;"";190
408666;SD-KN;"Северный Кордофан";"Northern Darfur";Africa/Khartoum;"";190
409314;AM-SU;Сюникская;"Syunik\\\\\\\\\\\\\\\\\\\\\\'i Marz";Asia/Yerevan;"";9
409315;AM-VD;Вайоцдзорская;"Vayots\\\\\\\\\\\\\\\\\\\\\\' Dzori Marz";Asia/Yerevan;"";9
411740;OM-MA;Маскат;"Muhafazat Masqat";Asia/Muscat;"";167
411742;OM-ZU;Дофар;"Muhafazat Zufar";Asia/Muscat;"";167
413931;IR-03;Ардебиль;"Ostan-e Ardabil";Asia/Tehran;"";106
418862;IR-04;Исфахан;"Ostan-e Esfahan";Asia/Tehran;"";106
443123;JO-MD;Мадаба;"Muhafazat Madaba";Asia/Amman;"";110
443183;TR-80;Османие;Osmaniye;Europe/Istanbul;"";217
443184;TR-76;Ыгдыр;Igdir;Europe/Istanbul;"";217
443185;TR-68;Аксарай;Aksaray;Europe/Istanbul;"";217
443186;TR-72;Батман;Batman;Europe/Istanbul;"";217
443187;TR-70;Караман;Karaman;Europe/Istanbul;"";217
443188;TR-71;Кырыккале;Kirikkale;Europe/Istanbul;"";217
443189;TR-73;Ширнак;Sirnak;Europe/Istanbul;"";217
443213;TR-79;Килис;Kilis;Europe/Istanbul;"";217
443792;IR-27;Голестан;"Ostan-e Golestan";Asia/Tehran;"";106
443793;IR-28;Казвин;"Ostan-e Qazvin";Asia/Tehran;"";106
443794;IR-26;Кум;Qom;Asia/Tehran;"";106
444178;ET-AA;Аддис-Абеба;"Adis Abeba Astedader";Africa/Addis_Ababa;"";68
453751;BG-17;Разградская;"Oblast Razgrad";Europe/Sofia;"";24
453752;UZ-QR;Каракалпакстан;Karakalpakstan;Asia/Samarkand;"";227
453753;BG-12;Монтанская;"Oblast Montana";Europe/Sofia;"";24
454307;LV-106;Вентспилс;"Ventspils Municipality";Europe/Riga;"";132
454564;LV-VMR;Валмиера;"Valmiera District";Europe/Riga;"";132
454571;LV-101;"Валкский край";"Valka Municipality";Europe/Riga;"";132
454771;LV-099;"Тукумсский край";"Tukuma Rajons";Europe/Riga;"";132
454968;LV-097;"Талсинский край";"Talsi Municipality";Europe/Riga;"";132
455888;LV-088;"Салдусский край";"Saldus Municipality";Europe/Riga;"";132
456173;LV-RIX;Рига;Riga;Europe/Riga;"";132
456203;LV-REZ;Резекне;Rezekne;Europe/Riga;"";132
456528;LV-073;"Прейльский край";"Preili Municipality";Europe/Riga;"";132
457061;LV-067;"Огрский край";"Ogres novads";Europe/Riga;"";132
457712;LV-059;"Мадонский край";"Madona Municipality";Europe/Riga;"";132
457773;LV-058;"Лудзенский край";"Ludzas Rajons";Europe/Riga;"";132
457889;LV-054;"Лимбажский край";"Limbazu Rajons";Europe/Riga;"";132
457955;LV-LPX;Лиепая;Liepaja;Europe/Riga;"";132
458459;LV-050;"Кулдигский край";"Kuldigas Rajons";Europe/Riga;"";132
459281;LV-JEL;Елгава;Jelgava;Europe/Riga;"";132
459282;LV-042;"Екабпилсский край";"Jekabpils Municipality";Europe/Riga;"";132
459664;LV-033;"Гулбенский край";"Gulbenes Rajons";Europe/Riga;"";132
460311;LV-026;"Добельский край";"Dobeles Rajons";Europe/Riga;"";132
460410;LV-025;Даугавпилс;"Daugavpils municipality";Europe/Riga;"";132
460569;LV-022;"Цесисский край";"Cesu Rajons";Europe/Riga;"";132
461112;LV-016;"Бауский край";"Bauskas Rajons";Europe/Riga;"";132
461160;LV-015;"Балвский край";"Balvu Rajons";Europe/Riga;"";132
461525;LV-007;"Алуксненский край";"Aluksnes Rajons";Europe/Riga;"";132
468898;RU-YAR;"Ярославская область";"Yaroslavskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"78";185
472039;RU-VOR;"Воронежская область";"Voronezhskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"20";185
472454;RU-VLG;"Вологодская область";"Vologodskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"19";185
472755;RU-VGG;"Волгоградская область";"Volgogradskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Volgograd;"18";185
479119;RU-ULY;"Ульяновская область";"Ulyanovsk Oblast";Europe/Volgograd;"73";185
479613;RU-UD;Удмуртия;"Udmurtskaya Respublika";Europe/Samara;"94";185
480041;RU-TVE;"Тверская область";"Tverskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"28";185
480508;RU-TUL;"Тульская область";"Tul\\\\\\\\\\\\\\\\\\\\\\'skaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"70";185
484048;RU-TA;Татарстан;Tatarstan;Europe/Moscow;"92";185
484638;RU-TAM;"Тамбовская область";"Tambovskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"68";185
487839;RU-STA;"Ставропольский край";"Stavropol\\\\\\\\\\\\\\\\\\\\\\'skiy Kray";Europe/Moscow;"70";185
491684;RU-SMO;"Смоленская область";"Smolenskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"66";185
498671;RU-SAR;"Саратовская область";"Saratovskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Volgograd;"63";185
499068;RU-SAM;"Самарская область";"Samarskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Samara;"36";185
500059;RU-RYA;"Рязанская область";"Ryazanskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"61";185
501165;RU-ROS;"Ростовская область";"Rostovskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"60";185
504338;RU-PSK;"Псковская область";"Pskovskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"58";185
511180;RU-PER;"Пермский край";"Perm Krai";Asia/Yekaterinburg;"57";185
511555;RU-PNZ;"Пензенская область";"Penzenskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"56";185
514801;RU-ORL;"Орловская область";"Orlovskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"54";185
515001;RU-ORE;"Оренбургская область";"Orenburgskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Asia/Yekaterinburg;"53";185
519324;RU-NGR;"Новгородская область";"Novgorodskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"49";185
519969;RU-SE;"Северная Осетия";"North Ossetia";Europe/Moscow;"90";185
522652;RU-NEN;"Ненецкий АО";"Nenetskiy Avtonomnyy Okrug";Europe/Moscow;"111";185
524304;RU-MUR;"Мурманская область";"Murmanskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"47";185
524894;RU-MOW;Москва;Moskva;Europe/Moscow;"45";185
524925;RU-MOS;"Московская область";"Moskovskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"46";185
525369;RU-MO;Мордовия;"Respublika Mordoviya";Europe/Moscow;"89";185
529352;RU-ME;"Марий Эл";"Respublika Mariy-El";Europe/Moscow;"88";185
535120;RU-LIP;"Липецкая область";"Lipetskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"42";185
536199;RU-LEN;"Ленинградская область";"Leningradskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"41";185
536203;RU-SPE;Санкт-Петербург;Sankt-Peterburg;Europe/Moscow;"40";185
538555;RU-KRS;"Курская область";"Kurskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"38";185
542415;RU-KDA;"Краснодарский край";"Krasnodarskiy Kray";Europe/Moscow;"30";185
543871;RU-KOS;"Костромская область";"Kostromskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"34";185
545854;RU-KO;Коми;Komi;Europe/Moscow;"87";185
548389;RU-KIR;"Кировская область";"Kirovskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Volgograd;"33";185
552548;RU-KR;Карелия;"Respublika Kareliya";Europe/Moscow;"86";185
552927;RU-KC;Карачаево-Черкессия;Karachayevo-Cherkesiya;Europe/Moscow;"91";185
553899;RU-KLU;"Калужская область";"Kaluzhskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"29";185
553972;RU-KL;Калмыкия;Kalmykiya;Europe/Moscow;"85";185
554230;RU-KGD;"Калининградская область";"Kaliningradskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kaliningrad;"27";185
554667;RU-KB;Кабардино-Балкария;"Kabardino-Balkarskaya Respublika";Europe/Moscow;"83";185
555235;RU-IVA;"Ивановская область";"Ivanovskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"24";185
556349;RU-IN;Ингушетия;"Respublika Ingushetiya";Europe/Moscow;"26";185
559838;RU-NIZ;"Нижегородская область";"Nizhegorodskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"22";185
567293;RU-DA;Дагестан;Dagestan;Europe/Moscow;"82";185
567395;RU-CU;Чувашия;"Chuvashskaya Respublika";Europe/Moscow;"97";185
569665;RU-CE;Чечня;"Chechenskaya Respublika";Europe/Moscow;"96";185
571473;RU-BRY;"Брянская область";"Bryanskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"15";185
578071;RU-BEL;"Белгородская область";"Belgorodskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"14";185
578853;RU-BA;Башкортостан;Bashkortostan;Asia/Yekaterinburg;"80";185
580491;RU-AST;"Астраханская область";"Astrakhanskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Volgograd;"12";185
581043;RU-ARK;"Архангельская область";"Arkhangel\\\\\\\\\\\\\\\\\\\\\\'skaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"11";185
584222;RU-AD;Адыгея;"Respublika Adygeya";Europe/Moscow;"79";185
587081;AZ-BA;Баку;"Baku City";Asia/Baku;"";18
587448;EE-86;Вырумаа;Vorumaa;Europe/Tallinn;"";63
587590;EE-84;Вильяндимаа;Viljandimaa;Europe/Tallinn;"";63
587875;EE-82;Валгамаа;Valgamaa;Europe/Tallinn;"";63
588334;EE-78;Тартумаа;Tartumaa;Europe/Tallinn;"";63
588879;EE-74;Сааремаа;Saaremaa;Europe/Tallinn;"";63
589115;EE-70;Рапламаа;Raplamaa;Europe/Tallinn;"";63
589373;EE-65;Пылвамаа;Polvamaa;Europe/Tallinn;"";63
589576;EE-67;Пярнумаа;Parnumaa;Europe/Tallinn;"";63
590854;EE-59;Ляэне-Вирумаа;Laane-Virumaa;Europe/Tallinn;"";63
590856;EE-57;Ляэнемаа;Laeaenemaa;Europe/Tallinn;"";63
591901;EE-49;Йыгевамаа;Jogevamaa;Europe/Tallinn;"";63
591961;EE-51;Ярвамаа;Jarvamaa;Europe/Tallinn;"";63
592075;EE-44;Ида-Вирумаа;Ida-Virumaa;Europe/Tallinn;"";63
592133;EE-39;Хийумаа;Hiiumaa;Europe/Tallinn;"";63
592170;EE-37;Харьюмаа;Harjumaa;Europe/Tallinn;"";63
604010;SE-BD;Норрботтен;Norrbotten;Europe/Stockholm;"";191
607847;KZ-ZAP;"Западно-Казахстанская область";"Batys Qazaqstan Oblysy";Asia/Oral;"";122
608879;KZ-MAN;"Мангистауская область";"Mangistauskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Asia/Aqtau;"";122
609862;KZ-ATY;"Атырауская область";"Atyrau Oblysy";Asia/Oral;"";122
610688;KZ-AKT;"Актюбинская область";"Aktyubinskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Asia/Aqtobe;"";122
611716;GE-TB;Тбилиси;"K\\\\\\\\\\\\\\\\\\\\\\'alak\\\\\\\\\\\\\\\\\\\\\\'i T\\\\\\\\\\\\\\\\\\\\\\'bilisi";Asia/Tbilisi;"";79
616051;AM-ER;Ереван;Yerevan;Asia/Yerevan;"";9
617077;MD-ED;"Единецкий район";"Raionul Edinet";Europe/Chisinau;"";136
617283;MD-SV;"Штефан-Водский район";"Raionul Stefan Voda";Europe/Chisinau;"";136
617301;MD-ST;"Страшенский район";"Raionul Straseni";Europe/Chisinau;"";136
617366;MD-SO;"Сорокский район";"Raionul Soroca";Europe/Chisinau;"";136
617639;MD-OR;"Оргеевский район";"Raionul Orhei";Europe/Chisinau;"";136
617715;MD-AN;"Новоаненский район";"Raionul Anenii Noi";Europe/Chisinau;"";136
617991;MD-IA;"Яловенский район";"Raionul Ialoveni";Europe/Chisinau;"";136
618069;MD-CU;Кишинёв;"Municipiul Chisinau";Europe/Chisinau;"";136
618164;MD-CA;"Кагульский район";"Raionul Cahul";Europe/Chisinau;"";136
618369;MD-DR;"Дрокиевский район";"Raionul Drochia";Europe/Chisinau;"";136
618381;MD-DO;"Дондюшанский район";"Raionul Donduseni";Europe/Chisinau;"";136
620134;BY-VI;"Витебская область";"Vitebskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Minsk;"20";36
625073;BY-MA;"Могилёвская область";"Mogilevskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Minsk;"70";36
625142;BY-MI;"Минская область";"Minskaja Voblasts\\\\\\\\\\\\\\\\\\\\\\'";Europe/Minsk;"60";36
625143;BY-HM;Минск;"Horad Minsk";Europe/Minsk;"50";36
628035;BY-HR;"Гродненская область";"Grodnenskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Minsk;"40";36
628281;BY-HO;"Гомельская область";"Gomel Region";Europe/Minsk;"30";36
629631;BY-BR;"Брестская область";"Brestskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Minsk;"10";36
643485;FI-OL;Оулу;"Oulun Laeaeni";Europe/Helsinki;"";69
648958;FI-LL;Лапландия;"Lapin Laeaeni";Europe/Helsinki;"";69
662447;RO-VN;Вранча;Vrancea;Europe/Bucharest;"";184
662892;RO-VL;Вылча;"Judetul Valcea";Europe/Bucharest;"";184
663116;RO-VS;Васлуй;Vaslui;Europe/Bucharest;"";184
664517;RO-TL;Тулча;Tulcea;Europe/Bucharest;"";184
665091;RO-TM;Тимиш;"Judetul Timis";Europe/Bucharest;"";184
665283;RO-TR;Телеорман;Teleorman;Europe/Bucharest;"";184
665849;RO-SV;Сучава;Suceava;Europe/Bucharest;"";184
667267;RO-SB;Сибиу;"Judetul Sibiu";Europe/Bucharest;"";184
667869;RO-SM;"Сату Маре";"Satu Mare";Europe/Bucharest;"";184
